Model,DPO4034
Firmware Version,2.68

Waveform Type,ANALOG,,Waveform Type,ANALOG,,Waveform Type,ANALOG
Point Format,Y,,Point Format,Y,,Point Format,Y
Horizontal Units,s,,Horizontal Units,s,,Horizontal Units,s
Horizontal Scale,2e-06,,Horizontal Scale,4e-06,,Horizontal Scale,4e-06
Horizontal Delay,-3.2e-07,,Horizontal Delay,0,,Horizontal Delay,0
Sample Interval,2e-09,,Sample Interval,4e-09,,Sample Interval,4e-09
Record Length,10000,,Record Length,10000,,Record Length,10000
Gating,0.0% to 100.0%,,Gating,0.0% to 100.0%,,Gating,0.0% to 100.0%
Probe Attenuation,1,,Probe Attenuation,1,,Probe Attenuation,1
Vertical Units,V,,Vertical Units,V,,Vertical Units,V
Vertical Offset,0,,Vertical Offset,0,,Vertical Offset,0
Vertical Scale,0.1,,Vertical Scale,0.1,,Vertical Scale,0.1
Vertical Position,-0.8,,Vertical Position,0,,Vertical Position,0
,,,,,,,
,,,,,,,
,,,,,,,
Label,,,Label,,,Label,
TIME,CH1,,TIME,REF2,,TIME,REF4
-9.7140e-06,0.184,,-1.8788e-05,nan,,-1.8788e-05,nan
-9.7120e-06,0.196,,-1.8784e-05,nan,,-1.8784e-05,nan
-9.7100e-06,0.188,,-1.8780e-05,nan,,-1.8780e-05,nan
-9.7080e-06,0.188,,-1.8776e-05,nan,,-1.8776e-05,nan
-9.7060e-06,0.196,,-1.8772e-05,nan,,-1.8772e-05,nan
-9.7040e-06,0.188,,-1.8768e-05,nan,,-1.8768e-05,nan
-9.7020e-06,0.192,,-1.8764e-05,nan,,-1.8764e-05,nan
-9.7000e-06,0.196,,-1.8760e-05,nan,,-1.8760e-05,nan
-9.6980e-06,0.192,,-1.8756e-05,nan,,-1.8756e-05,nan
-9.6960e-06,0.204,,-1.8752e-05,nan,,-1.8752e-05,nan
-9.6940e-06,0.188,,-1.8748e-05,nan,,-1.8748e-05,nan
-9.6920e-06,0.184,,-1.8744e-05,nan,,-1.8744e-05,nan
-9.6900e-06,0.184,,-1.8740e-05,nan,,-1.8740e-05,nan
-9.6880e-06,0.196,,-1.8736e-05,nan,,-1.8736e-05,nan
-9.6860e-06,0.192,,-1.8732e-05,nan,,-1.8732e-05,nan
-9.6840e-06,0.184,,-1.8728e-05,nan,,-1.8728e-05,nan
-9.6820e-06,0.188,,-1.8724e-05,nan,,-1.8724e-05,nan
-9.6800e-06,0.184,,-1.8720e-05,nan,,-1.8720e-05,nan
-9.6780e-06,0.184,,-1.8716e-05,nan,,-1.8716e-05,nan
-9.6760e-06,0.188,,-1.8712e-05,nan,,-1.8712e-05,nan
-9.6740e-06,0.192,,-1.8708e-05,nan,,-1.8708e-05,nan
-9.6720e-06,0.188,,-1.8704e-05,nan,,-1.8704e-05,nan
-9.6700e-06,0.184,,-1.8700e-05,nan,,-1.8700e-05,nan
-9.6680e-06,0.192,,-1.8696e-05,nan,,-1.8696e-05,nan
-9.6660e-06,0.184,,-1.8692e-05,nan,,-1.8692e-05,nan
-9.6640e-06,0.184,,-1.8688e-05,nan,,-1.8688e-05,nan
-9.6620e-06,0.196,,-1.8684e-05,nan,,-1.8684e-05,nan
-9.6600e-06,0.18,,-1.8680e-05,nan,,-1.8680e-05,nan
-9.6580e-06,0.18,,-1.8676e-05,nan,,-1.8676e-05,nan
-9.6560e-06,0.192,,-1.8672e-05,nan,,-1.8672e-05,nan
-9.6540e-06,0.192,,-1.8668e-05,nan,,-1.8668e-05,nan
-9.6520e-06,0.192,,-1.8664e-05,nan,,-1.8664e-05,nan
-9.6500e-06,0.196,,-1.8660e-05,nan,,-1.8660e-05,nan
-9.6480e-06,0.184,,-1.8656e-05,nan,,-1.8656e-05,nan
-9.6460e-06,0.192,,-1.8652e-05,nan,,-1.8652e-05,nan
-9.6440e-06,0.184,,-1.8648e-05,nan,,-1.8648e-05,nan
-9.6420e-06,0.188,,-1.8644e-05,nan,,-1.8644e-05,nan
-9.6400e-06,0.184,,-1.8640e-05,nan,,-1.8640e-05,nan
-9.6380e-06,0.188,,-1.8636e-05,nan,,-1.8636e-05,nan
-9.6360e-06,0.192,,-1.8632e-05,nan,,-1.8632e-05,nan
-9.6340e-06,0.192,,-1.8628e-05,nan,,-1.8628e-05,nan
-9.6320e-06,0.184,,-1.8624e-05,nan,,-1.8624e-05,nan
-9.6300e-06,0.184,,-1.8620e-05,nan,,-1.8620e-05,nan
-9.6280e-06,0.184,,-1.8616e-05,nan,,-1.8616e-05,nan
-9.6260e-06,0.176,,-1.8612e-05,nan,,-1.8612e-05,nan
-9.6240e-06,0.18,,-1.8608e-05,nan,,-1.8608e-05,nan
-9.6220e-06,0.18,,-1.8604e-05,nan,,-1.8604e-05,nan
-9.6200e-06,0.192,,-1.8600e-05,nan,,-1.8600e-05,nan
-9.6180e-06,0.192,,-1.8596e-05,nan,,-1.8596e-05,nan
-9.6160e-06,0.188,,-1.8592e-05,nan,,-1.8592e-05,nan
-9.6140e-06,0.184,,-1.8588e-05,nan,,-1.8588e-05,nan
-9.6120e-06,0.192,,-1.8584e-05,nan,,-1.8584e-05,nan
-9.6100e-06,0.192,,-1.8580e-05,nan,,-1.8580e-05,nan
-9.6080e-06,0.188,,-1.8576e-05,nan,,-1.8576e-05,nan
-9.6060e-06,0.188,,-1.8572e-05,nan,,-1.8572e-05,nan
-9.6040e-06,0.192,,-1.8568e-05,nan,,-1.8568e-05,nan
-9.6020e-06,0.18,,-1.8564e-05,nan,,-1.8564e-05,nan
-9.6000e-06,0.184,,-1.8560e-05,nan,,-1.8560e-05,nan
-9.5980e-06,0.188,,-1.8556e-05,nan,,-1.8556e-05,nan
-9.5960e-06,0.192,,-1.8552e-05,nan,,-1.8552e-05,nan
-9.5940e-06,0.196,,-1.8548e-05,nan,,-1.8548e-05,nan
-9.5920e-06,0.18,,-1.8544e-05,nan,,-1.8544e-05,nan
-9.5900e-06,0.196,,-1.8540e-05,nan,,-1.8540e-05,nan
-9.5880e-06,0.192,,-1.8536e-05,nan,,-1.8536e-05,nan
-9.5860e-06,0.192,,-1.8532e-05,nan,,-1.8532e-05,nan
-9.5840e-06,0.2,,-1.8528e-05,nan,,-1.8528e-05,nan
-9.5820e-06,0.192,,-1.8524e-05,nan,,-1.8524e-05,nan
-9.5800e-06,0.192,,-1.8520e-05,nan,,-1.8520e-05,nan
-9.5780e-06,0.18,,-1.8516e-05,nan,,-1.8516e-05,nan
-9.5760e-06,0.192,,-1.8512e-05,nan,,-1.8512e-05,nan
-9.5740e-06,0.196,,-1.8508e-05,nan,,-1.8508e-05,nan
-9.5720e-06,0.184,,-1.8504e-05,nan,,-1.8504e-05,nan
-9.5700e-06,0.188,,-1.8500e-05,nan,,-1.8500e-05,nan
-9.5680e-06,0.184,,-1.8496e-05,nan,,-1.8496e-05,nan
-9.5660e-06,0.184,,-1.8492e-05,nan,,-1.8492e-05,nan
-9.5640e-06,0.192,,-1.8488e-05,nan,,-1.8488e-05,nan
-9.5620e-06,0.192,,-1.8484e-05,nan,,-1.8484e-05,nan
-9.5600e-06,0.196,,-1.8480e-05,nan,,-1.8480e-05,nan
-9.5580e-06,0.184,,-1.8476e-05,nan,,-1.8476e-05,nan
-9.5560e-06,0.184,,-1.8472e-05,nan,,-1.8472e-05,nan
-9.5540e-06,0.192,,-1.8468e-05,nan,,-1.8468e-05,nan
-9.5520e-06,0.188,,-1.8464e-05,nan,,-1.8464e-05,nan
-9.5500e-06,0.196,,-1.8460e-05,nan,,-1.8460e-05,nan
-9.5480e-06,0.188,,-1.8456e-05,nan,,-1.8456e-05,nan
-9.5460e-06,0.184,,-1.8452e-05,nan,,-1.8452e-05,nan
-9.5440e-06,0.192,,-1.8448e-05,nan,,-1.8448e-05,nan
-9.5420e-06,0.184,,-1.8444e-05,nan,,-1.8444e-05,nan
-9.5400e-06,0.192,,-1.8440e-05,nan,,-1.8440e-05,nan
-9.5380e-06,0.192,,-1.8436e-05,nan,,-1.8436e-05,nan
-9.5360e-06,0.196,,-1.8432e-05,nan,,-1.8432e-05,nan
-9.5340e-06,0.184,,-1.8428e-05,nan,,-1.8428e-05,nan
-9.5320e-06,0.192,,-1.8424e-05,nan,,-1.8424e-05,nan
-9.5300e-06,0.18,,-1.8420e-05,nan,,-1.8420e-05,nan
-9.5280e-06,0.188,,-1.8416e-05,nan,,-1.8416e-05,nan
-9.5260e-06,0.196,,-1.8412e-05,nan,,-1.8412e-05,nan
-9.5240e-06,0.192,,-1.8408e-05,nan,,-1.8408e-05,nan
-9.5220e-06,0.184,,-1.8404e-05,nan,,-1.8404e-05,nan
-9.5200e-06,0.196,,-1.8400e-05,nan,,-1.8400e-05,nan
-9.5180e-06,0.184,,-1.8396e-05,nan,,-1.8396e-05,nan
-9.5160e-06,0.188,,-1.8392e-05,nan,,-1.8392e-05,nan
-9.5140e-06,0.188,,-1.8388e-05,nan,,-1.8388e-05,nan
-9.5120e-06,0.184,,-1.8384e-05,nan,,-1.8384e-05,nan
-9.5100e-06,0.184,,-1.8380e-05,nan,,-1.8380e-05,nan
-9.5080e-06,0.192,,-1.8376e-05,nan,,-1.8376e-05,nan
-9.5060e-06,0.192,,-1.8372e-05,nan,,-1.8372e-05,nan
-9.5040e-06,0.188,,-1.8368e-05,nan,,-1.8368e-05,nan
-9.5020e-06,0.188,,-1.8364e-05,nan,,-1.8364e-05,nan
-9.5000e-06,0.176,,-1.8360e-05,nan,,-1.8360e-05,nan
-9.4980e-06,0.184,,-1.8356e-05,nan,,-1.8356e-05,nan
-9.4960e-06,0.192,,-1.8352e-05,nan,,-1.8352e-05,nan
-9.4940e-06,0.196,,-1.8348e-05,nan,,-1.8348e-05,nan
-9.4920e-06,0.188,,-1.8344e-05,nan,,-1.8344e-05,nan
-9.4900e-06,0.112,,-1.8340e-05,nan,,-1.8340e-05,nan
-9.4880e-06,-0.036,,-1.8336e-05,nan,,-1.8336e-05,nan
-9.4860e-06,-0.196,,-1.8332e-05,nan,,-1.8332e-05,nan
-9.4840e-06,-0.292,,-1.8328e-05,nan,,-1.8328e-05,nan
-9.4820e-06,-0.312,,-1.8324e-05,nan,,-1.8324e-05,nan
-9.4800e-06,-0.264,,-1.8320e-05,nan,,-1.8320e-05,nan
-9.4780e-06,-0.176,,-1.8316e-05,nan,,-1.8316e-05,nan
-9.4760e-06,-0.132,,-1.8312e-05,nan,,-1.8312e-05,nan
-9.4740e-06,-0.136,,-1.8308e-05,nan,,-1.8308e-05,nan
-9.4720e-06,-0.168,,-1.8304e-05,nan,,-1.8304e-05,nan
-9.4700e-06,-0.18,,-1.8300e-05,nan,,-1.8300e-05,nan
-9.4680e-06,-0.196,,-1.8296e-05,nan,,-1.8296e-05,nan
-9.4660e-06,-0.168,,-1.8292e-05,nan,,-1.8292e-05,nan
-9.4640e-06,-0.172,,-1.8288e-05,nan,,-1.8288e-05,nan
-9.4620e-06,-0.184,,-1.8284e-05,nan,,-1.8284e-05,nan
-9.4600e-06,-0.18,,-1.8280e-05,nan,,-1.8280e-05,nan
-9.4580e-06,-0.18,,-1.8276e-05,nan,,-1.8276e-05,nan
-9.4560e-06,-0.18,,-1.8272e-05,nan,,-1.8272e-05,nan
-9.4540e-06,-0.172,,-1.8268e-05,nan,,-1.8268e-05,nan
-9.4520e-06,-0.172,,-1.8264e-05,nan,,-1.8264e-05,nan
-9.4500e-06,-0.184,,-1.8260e-05,nan,,-1.8260e-05,nan
-9.4480e-06,-0.168,,-1.8256e-05,nan,,-1.8256e-05,nan
-9.4460e-06,-0.188,,-1.8252e-05,nan,,-1.8252e-05,nan
-9.4440e-06,-0.188,,-1.8248e-05,nan,,-1.8248e-05,nan
-9.4420e-06,-0.188,,-1.8244e-05,nan,,-1.8244e-05,nan
-9.4400e-06,-0.18,,-1.8240e-05,nan,,-1.8240e-05,nan
-9.4380e-06,-0.188,,-1.8236e-05,nan,,-1.8236e-05,nan
-9.4360e-06,-0.192,,-1.8232e-05,nan,,-1.8232e-05,nan
-9.4340e-06,-0.18,,-1.8228e-05,nan,,-1.8228e-05,nan
-9.4320e-06,-0.188,,-1.8224e-05,nan,,-1.8224e-05,nan
-9.4300e-06,-0.18,,-1.8220e-05,nan,,-1.8220e-05,nan
-9.4280e-06,-0.176,,-1.8216e-05,nan,,-1.8216e-05,nan
-9.4260e-06,-0.18,,-1.8212e-05,nan,,-1.8212e-05,nan
-9.4240e-06,-0.184,,-1.8208e-05,nan,,-1.8208e-05,nan
-9.4220e-06,-0.184,,-1.8204e-05,nan,,-1.8204e-05,nan
-9.4200e-06,-0.18,,-1.8200e-05,nan,,-1.8200e-05,nan
-9.4180e-06,-0.18,,-1.8196e-05,nan,,-1.8196e-05,nan
-9.4160e-06,-0.188,,-1.8192e-05,nan,,-1.8192e-05,nan
-9.4140e-06,-0.18,,-1.8188e-05,nan,,-1.8188e-05,nan
-9.4120e-06,-0.184,,-1.8184e-05,nan,,-1.8184e-05,nan
-9.4100e-06,-0.184,,-1.8180e-05,nan,,-1.8180e-05,nan
-9.4080e-06,-0.18,,-1.8176e-05,nan,,-1.8176e-05,nan
-9.4060e-06,-0.184,,-1.8172e-05,nan,,-1.8172e-05,nan
-9.4040e-06,-0.184,,-1.8168e-05,nan,,-1.8168e-05,nan
-9.4020e-06,-0.184,,-1.8164e-05,nan,,-1.8164e-05,nan
-9.4000e-06,-0.18,,-1.8160e-05,nan,,-1.8160e-05,nan
-9.3980e-06,-0.192,,-1.8156e-05,nan,,-1.8156e-05,nan
-9.3960e-06,-0.188,,-1.8152e-05,nan,,-1.8152e-05,nan
-9.3940e-06,-0.184,,-1.8148e-05,nan,,-1.8148e-05,nan
-9.3920e-06,-0.176,,-1.8144e-05,nan,,-1.8144e-05,nan
-9.3900e-06,-0.18,,-1.8140e-05,nan,,-1.8140e-05,nan
-9.3880e-06,-0.172,,-1.8136e-05,nan,,-1.8136e-05,nan
-9.3860e-06,-0.172,,-1.8132e-05,nan,,-1.8132e-05,nan
-9.3840e-06,-0.18,,-1.8128e-05,nan,,-1.8128e-05,nan
-9.3820e-06,-0.18,,-1.8124e-05,nan,,-1.8124e-05,nan
-9.3800e-06,-0.184,,-1.8120e-05,nan,,-1.8120e-05,nan
-9.3780e-06,-0.18,,-1.8116e-05,nan,,-1.8116e-05,nan
-9.3760e-06,-0.18,,-1.8112e-05,nan,,-1.8112e-05,nan
-9.3740e-06,-0.176,,-1.8108e-05,nan,,-1.8108e-05,nan
-9.3720e-06,-0.184,,-1.8104e-05,nan,,-1.8104e-05,nan
-9.3700e-06,-0.18,,-1.8100e-05,nan,,-1.8100e-05,nan
-9.3680e-06,-0.184,,-1.8096e-05,nan,,-1.8096e-05,nan
-9.3660e-06,-0.18,,-1.8092e-05,nan,,-1.8092e-05,nan
-9.3640e-06,-0.188,,-1.8088e-05,nan,,-1.8088e-05,nan
-9.3620e-06,-0.172,,-1.8084e-05,nan,,-1.8084e-05,nan
-9.3600e-06,-0.18,,-1.8080e-05,nan,,-1.8080e-05,nan
-9.3580e-06,-0.172,,-1.8076e-05,nan,,-1.8076e-05,nan
-9.3560e-06,-0.18,,-1.8072e-05,nan,,-1.8072e-05,nan
-9.3540e-06,-0.18,,-1.8068e-05,nan,,-1.8068e-05,nan
-9.3520e-06,-0.176,,-1.8064e-05,nan,,-1.8064e-05,nan
-9.3500e-06,-0.18,,-1.8060e-05,nan,,-1.8060e-05,nan
-9.3480e-06,-0.172,,-1.8056e-05,nan,,-1.8056e-05,nan
-9.3460e-06,-0.184,,-1.8052e-05,nan,,-1.8052e-05,nan
-9.3440e-06,-0.18,,-1.8048e-05,nan,,-1.8048e-05,nan
-9.3420e-06,-0.188,,-1.8044e-05,nan,,-1.8044e-05,nan
-9.3400e-06,-0.184,,-1.8040e-05,nan,,-1.8040e-05,nan
-9.3380e-06,-0.176,,-1.8036e-05,nan,,-1.8036e-05,nan
-9.3360e-06,-0.176,,-1.8032e-05,nan,,-1.8032e-05,nan
-9.3340e-06,-0.18,,-1.8028e-05,nan,,-1.8028e-05,nan
-9.3320e-06,-0.184,,-1.8024e-05,nan,,-1.8024e-05,nan
-9.3300e-06,-0.176,,-1.8020e-05,nan,,-1.8020e-05,nan
-9.3280e-06,-0.172,,-1.8016e-05,nan,,-1.8016e-05,nan
-9.3260e-06,-0.18,,-1.8012e-05,nan,,-1.8012e-05,nan
-9.3240e-06,-0.172,,-1.8008e-05,nan,,-1.8008e-05,nan
-9.3220e-06,-0.18,,-1.8004e-05,nan,,-1.8004e-05,nan
-9.3200e-06,-0.18,,-1.8000e-05,nan,,-1.8000e-05,nan
-9.3180e-06,-0.176,,-1.7996e-05,nan,,-1.7996e-05,nan
-9.3160e-06,-0.18,,-1.7992e-05,nan,,-1.7992e-05,nan
-9.3140e-06,-0.18,,-1.7988e-05,nan,,-1.7988e-05,nan
-9.3120e-06,-0.172,,-1.7984e-05,nan,,-1.7984e-05,nan
-9.3100e-06,-0.18,,-1.7980e-05,nan,,-1.7980e-05,nan
-9.3080e-06,-0.176,,-1.7976e-05,nan,,-1.7976e-05,nan
-9.3060e-06,-0.18,,-1.7972e-05,nan,,-1.7972e-05,nan
-9.3040e-06,-0.188,,-1.7968e-05,nan,,-1.7968e-05,nan
-9.3020e-06,-0.184,,-1.7964e-05,nan,,-1.7964e-05,nan
-9.3000e-06,-0.18,,-1.7960e-05,nan,,-1.7960e-05,nan
-9.2980e-06,-0.184,,-1.7956e-05,nan,,-1.7956e-05,nan
-9.2960e-06,-0.18,,-1.7952e-05,nan,,-1.7952e-05,nan
-9.2940e-06,-0.18,,-1.7948e-05,nan,,-1.7948e-05,nan
-9.2920e-06,-0.176,,-1.7944e-05,nan,,-1.7944e-05,nan
-9.2900e-06,-0.16,,-1.7940e-05,nan,,-1.7940e-05,nan
-9.2880e-06,-0.18,,-1.7936e-05,nan,,-1.7936e-05,nan
-9.2860e-06,-0.172,,-1.7932e-05,nan,,-1.7932e-05,nan
-9.2840e-06,-0.18,,-1.7928e-05,nan,,-1.7928e-05,nan
-9.2820e-06,-0.176,,-1.7924e-05,nan,,-1.7924e-05,nan
-9.2800e-06,-0.176,,-1.7920e-05,nan,,-1.7920e-05,nan
-9.2780e-06,-0.18,,-1.7916e-05,nan,,-1.7916e-05,nan
-9.2760e-06,-0.172,,-1.7912e-05,nan,,-1.7912e-05,nan
-9.2740e-06,-0.18,,-1.7908e-05,nan,,-1.7908e-05,nan
-9.2720e-06,-0.184,,-1.7904e-05,nan,,-1.7904e-05,nan
-9.2700e-06,-0.18,,-1.7900e-05,nan,,-1.7900e-05,nan
-9.2680e-06,-0.172,,-1.7896e-05,nan,,-1.7896e-05,nan
-9.2660e-06,-0.18,,-1.7892e-05,nan,,-1.7892e-05,nan
-9.2640e-06,-0.172,,-1.7888e-05,nan,,-1.7888e-05,nan
-9.2620e-06,-0.18,,-1.7884e-05,nan,,-1.7884e-05,nan
-9.2600e-06,-0.188,,-1.7880e-05,nan,,-1.7880e-05,nan
-9.2580e-06,-0.184,,-1.7876e-05,nan,,-1.7876e-05,nan
-9.2560e-06,-0.168,,-1.7872e-05,nan,,-1.7872e-05,nan
-9.2540e-06,-0.176,,-1.7868e-05,nan,,-1.7868e-05,nan
-9.2520e-06,-0.184,,-1.7864e-05,nan,,-1.7864e-05,nan
-9.2500e-06,-0.18,,-1.7860e-05,nan,,-1.7860e-05,nan
-9.2480e-06,-0.176,,-1.7856e-05,nan,,-1.7856e-05,nan
-9.2460e-06,-0.184,,-1.7852e-05,nan,,-1.7852e-05,nan
-9.2440e-06,-0.176,,-1.7848e-05,nan,,-1.7848e-05,nan
-9.2420e-06,-0.18,,-1.7844e-05,nan,,-1.7844e-05,nan
-9.2400e-06,-0.18,,-1.7840e-05,nan,,-1.7840e-05,nan
-9.2380e-06,-0.18,,-1.7836e-05,nan,,-1.7836e-05,nan
-9.2360e-06,-0.18,,-1.7832e-05,nan,,-1.7832e-05,nan
-9.2340e-06,-0.176,,-1.7828e-05,nan,,-1.7828e-05,nan
-9.2320e-06,-0.18,,-1.7824e-05,nan,,-1.7824e-05,nan
-9.2300e-06,-0.18,,-1.7820e-05,nan,,-1.7820e-05,nan
-9.2280e-06,-0.18,,-1.7816e-05,nan,,-1.7816e-05,nan
-9.2260e-06,-0.18,,-1.7812e-05,nan,,-1.7812e-05,nan
-9.2240e-06,-0.172,,-1.7808e-05,nan,,-1.7808e-05,nan
-9.2220e-06,-0.168,,-1.7804e-05,nan,,-1.7804e-05,nan
-9.2200e-06,-0.176,,-1.7800e-05,nan,,-1.7800e-05,nan
-9.2180e-06,-0.176,,-1.7796e-05,nan,,-1.7796e-05,nan
-9.2160e-06,-0.164,,-1.7792e-05,nan,,-1.7792e-05,nan
-9.2140e-06,-0.184,,-1.7788e-05,nan,,-1.7788e-05,nan
-9.2120e-06,-0.168,,-1.7784e-05,nan,,-1.7784e-05,nan
-9.2100e-06,-0.188,,-1.7780e-05,nan,,-1.7780e-05,nan
-9.2080e-06,-0.184,,-1.7776e-05,nan,,-1.7776e-05,nan
-9.2060e-06,-0.176,,-1.7772e-05,nan,,-1.7772e-05,nan
-9.2040e-06,-0.168,,-1.7768e-05,nan,,-1.7768e-05,nan
-9.2020e-06,-0.168,,-1.7764e-05,nan,,-1.7764e-05,nan
-9.2000e-06,-0.168,,-1.7760e-05,nan,,-1.7760e-05,nan
-9.1980e-06,-0.188,,-1.7756e-05,nan,,-1.7756e-05,nan
-9.1960e-06,-0.184,,-1.7752e-05,nan,,-1.7752e-05,nan
-9.1940e-06,-0.168,,-1.7748e-05,nan,,-1.7748e-05,nan
-9.1920e-06,-0.172,,-1.7744e-05,nan,,-1.7744e-05,nan
-9.1900e-06,-0.18,,-1.7740e-05,nan,,-1.7740e-05,nan
-9.1880e-06,-0.176,,-1.7736e-05,nan,,-1.7736e-05,nan
-9.1860e-06,-0.168,,-1.7732e-05,nan,,-1.7732e-05,nan
-9.1840e-06,-0.176,,-1.7728e-05,nan,,-1.7728e-05,nan
-9.1820e-06,-0.18,,-1.7724e-05,nan,,-1.7724e-05,nan
-9.1800e-06,-0.176,,-1.7720e-05,nan,,-1.7720e-05,nan
-9.1780e-06,-0.18,,-1.7716e-05,nan,,-1.7716e-05,nan
-9.1760e-06,-0.176,,-1.7712e-05,nan,,-1.7712e-05,nan
-9.1740e-06,-0.18,,-1.7708e-05,nan,,-1.7708e-05,nan
-9.1720e-06,-0.18,,-1.7704e-05,nan,,-1.7704e-05,nan
-9.1700e-06,-0.176,,-1.7700e-05,nan,,-1.7700e-05,nan
-9.1680e-06,-0.172,,-1.7696e-05,nan,,-1.7696e-05,nan
-9.1660e-06,-0.176,,-1.7692e-05,nan,,-1.7692e-05,nan
-9.1640e-06,-0.164,,-1.7688e-05,nan,,-1.7688e-05,nan
-9.1620e-06,-0.184,,-1.7684e-05,nan,,-1.7684e-05,nan
-9.1600e-06,-0.18,,-1.7680e-05,nan,,-1.7680e-05,nan
-9.1580e-06,-0.18,,-1.7676e-05,nan,,-1.7676e-05,nan
-9.1560e-06,-0.176,,-1.7672e-05,nan,,-1.7672e-05,nan
-9.1540e-06,-0.18,,-1.7668e-05,nan,,-1.7668e-05,nan
-9.1520e-06,-0.18,,-1.7664e-05,nan,,-1.7664e-05,nan
-9.1500e-06,-0.184,,-1.7660e-05,nan,,-1.7660e-05,nan
-9.1480e-06,-0.18,,-1.7656e-05,nan,,-1.7656e-05,nan
-9.1460e-06,-0.18,,-1.7652e-05,nan,,-1.7652e-05,nan
-9.1440e-06,-0.172,,-1.7648e-05,nan,,-1.7648e-05,nan
-9.1420e-06,-0.184,,-1.7644e-05,nan,,-1.7644e-05,nan
-9.1400e-06,-0.176,,-1.7640e-05,nan,,-1.7640e-05,nan
-9.1380e-06,-0.18,,-1.7636e-05,nan,,-1.7636e-05,nan
-9.1360e-06,-0.18,,-1.7632e-05,nan,,-1.7632e-05,nan
-9.1340e-06,-0.184,,-1.7628e-05,nan,,-1.7628e-05,nan
-9.1320e-06,-0.172,,-1.7624e-05,nan,,-1.7624e-05,nan
-9.1300e-06,-0.176,,-1.7620e-05,nan,,-1.7620e-05,nan
-9.1280e-06,-0.18,,-1.7616e-05,nan,,-1.7616e-05,nan
-9.1260e-06,-0.18,,-1.7612e-05,nan,,-1.7612e-05,nan
-9.1240e-06,-0.18,,-1.7608e-05,nan,,-1.7608e-05,nan
-9.1220e-06,-0.172,,-1.7604e-05,nan,,-1.7604e-05,nan
-9.1200e-06,-0.18,,-1.7600e-05,nan,,-1.7600e-05,nan
-9.1180e-06,-0.176,,-1.7596e-05,nan,,-1.7596e-05,nan
-9.1160e-06,-0.184,,-1.7592e-05,nan,,-1.7592e-05,nan
-9.1140e-06,-0.18,,-1.7588e-05,nan,,-1.7588e-05,nan
-9.1120e-06,-0.18,,-1.7584e-05,nan,,-1.7584e-05,nan
-9.1100e-06,-0.172,,-1.7580e-05,nan,,-1.7580e-05,nan
-9.1080e-06,-0.188,,-1.7576e-05,nan,,-1.7576e-05,nan
-9.1060e-06,-0.18,,-1.7572e-05,nan,,-1.7572e-05,nan
-9.1040e-06,-0.176,,-1.7568e-05,nan,,-1.7568e-05,nan
-9.1020e-06,-0.18,,-1.7564e-05,nan,,-1.7564e-05,nan
-9.1000e-06,-0.176,,-1.7560e-05,nan,,-1.7560e-05,nan
-9.0980e-06,-0.184,,-1.7556e-05,nan,,-1.7556e-05,nan
-9.0960e-06,-0.172,,-1.7552e-05,nan,,-1.7552e-05,nan
-9.0940e-06,-0.18,,-1.7548e-05,nan,,-1.7548e-05,nan
-9.0920e-06,-0.176,,-1.7544e-05,nan,,-1.7544e-05,nan
-9.0900e-06,-0.18,,-1.7540e-05,nan,,-1.7540e-05,nan
-9.0880e-06,-0.172,,-1.7536e-05,nan,,-1.7536e-05,nan
-9.0860e-06,-0.168,,-1.7532e-05,nan,,-1.7532e-05,nan
-9.0840e-06,-0.18,,-1.7528e-05,nan,,-1.7528e-05,nan
-9.0820e-06,-0.18,,-1.7524e-05,nan,,-1.7524e-05,nan
-9.0800e-06,-0.176,,-1.7520e-05,nan,,-1.7520e-05,nan
-9.0780e-06,-0.18,,-1.7516e-05,nan,,-1.7516e-05,nan
-9.0760e-06,-0.168,,-1.7512e-05,nan,,-1.7512e-05,nan
-9.0740e-06,-0.18,,-1.7508e-05,nan,,-1.7508e-05,nan
-9.0720e-06,-0.18,,-1.7504e-05,nan,,-1.7504e-05,nan
-9.0700e-06,-0.188,,-1.7500e-05,nan,,-1.7500e-05,nan
-9.0680e-06,-0.188,,-1.7496e-05,nan,,-1.7496e-05,nan
-9.0660e-06,-0.18,,-1.7492e-05,nan,,-1.7492e-05,nan
-9.0640e-06,-0.18,,-1.7488e-05,nan,,-1.7488e-05,nan
-9.0620e-06,-0.176,,-1.7484e-05,nan,,-1.7484e-05,nan
-9.0600e-06,-0.18,,-1.7480e-05,nan,,-1.7480e-05,nan
-9.0580e-06,-0.168,,-1.7476e-05,nan,,-1.7476e-05,nan
-9.0560e-06,-0.18,,-1.7472e-05,nan,,-1.7472e-05,nan
-9.0540e-06,-0.172,,-1.7468e-05,nan,,-1.7468e-05,nan
-9.0520e-06,-0.176,,-1.7464e-05,nan,,-1.7464e-05,nan
-9.0500e-06,-0.168,,-1.7460e-05,nan,,-1.7460e-05,nan
-9.0480e-06,-0.18,,-1.7456e-05,nan,,-1.7456e-05,nan
-9.0460e-06,-0.18,,-1.7452e-05,nan,,-1.7452e-05,nan
-9.0440e-06,-0.176,,-1.7448e-05,nan,,-1.7448e-05,nan
-9.0420e-06,-0.18,,-1.7444e-05,nan,,-1.7444e-05,nan
-9.0400e-06,-0.176,,-1.7440e-05,nan,,-1.7440e-05,nan
-9.0380e-06,-0.18,,-1.7436e-05,nan,,-1.7436e-05,nan
